true,pred
1.0,0.9999182224273682
1.0,0.9965957999229431
0.0,4.941822453474742e-07
1.0,0.9999996423721313
1.0,0.9999380111694336
0.0,2.1068019577796804e-06
1.0,0.9999985694885254
0.0,1.0824793207575567e-05
0.0,4.851320909438073e-07
1.0,0.9998568296432495
1.0,0.930928111076355
1.0,0.9927012920379639
1.0,0.9992992877960205
1.0,0.999990701675415
1.0,0.9996347427368164
1.0,0.9999967813491821
1.0,0.999636173248291
1.0,0.9959461092948914
0.0,1.9554005120880902e-05
1.0,0.9999997615814209
0.0,1.7685577404336073e-05
0.0,3.1552562518299965e-07
0.0,0.0002954786759801209
1.0,0.9854519963264465
1.0,0.9998254179954529
0.0,2.326684261788614e-05
0.0,6.071754978620447e-05
0.0,8.214472302370268e-08
1.0,1.0
0.0,9.718582077766769e-06
1.0,0.9999995231628418
1.0,0.999001681804657
1.0,0.9999970197677612
1.0,1.0
0.0,0.017809152603149414
0.0,2.0181312265776796e-06
1.0,1.0
1.0,1.0
1.0,0.9999953508377075
1.0,0.9998408555984497
1.0,0.9999704360961914
1.0,0.9999995231628418
0.0,0.0004811447870451957
0.0,0.14179670810699463
1.0,0.9816679358482361
1.0,0.9999967813491821
1.0,0.9876745343208313
1.0,0.9999998807907104
0.0,4.5505885282182135e-08
0.0,0.000286266440525651
1.0,0.9999964237213135
1.0,0.9999997615814209
1.0,0.9999994039535522
1.0,0.9999997615814209
0.0,0.0003489808295853436
1.0,0.9989994168281555
1.0,0.99456387758255
0.0,0.008943231776356697
1.0,0.999964714050293
0.0,0.0001103976828744635
1.0,0.9999984502792358
1.0,1.0
0.0,0.019121719524264336
1.0,0.9970607161521912
0.0,5.836407217429951e-05
1.0,1.0
1.0,0.9989293217658997
1.0,0.999997615814209
1.0,0.9999946355819702
0.0,0.017579369246959686
1.0,0.9999799728393555
0.0,0.00034121761564165354
0.0,1.2604133189597633e-05
0.0,0.011195611208677292
0.0,0.0011829467257484794
0.0,4.170882675680332e-06
0.0,0.0069442191161215305
0.0,0.0003964402712881565
0.0,0.0002466710575390607
1.0,0.9948797225952148
1.0,0.9991163611412048
1.0,0.998248815536499
1.0,0.9999686479568481
1.0,0.9985314607620239
1.0,0.9999995231628418
0.0,1.8265545804752037e-05
1.0,0.9988780617713928
1.0,0.9991931319236755
0.0,0.0011859851656481624
1.0,0.9828187823295593
0.0,2.1744044715887867e-06
0.0,0.025856025516986847
1.0,0.9999915361404419
1.0,1.0
1.0,0.9999997615814209
0.0,2.410114348094794e-06
0.0,5.88368384342175e-05
1.0,0.9990824460983276
0.0,4.344646367826499e-05
1.0,0.9753270149230957
1.0,1.0
1.0,0.9298125505447388
1.0,0.9992731213569641
1.0,0.9999433755874634
1.0,0.9872085452079773
0.0,0.00022154963517095894
0.0,1.3279716768010985e-05
1.0,0.991187572479248
0.0,2.4665116143296473e-05
0.0,1.6402759683842305e-06
0.0,4.499087253861944e-07
0.0,1.8050046492135152e-05
1.0,0.9999996423721313
0.0,6.338088383017748e-07
0.0,0.0009591011330485344
0.0,5.967016113572754e-05
0.0,1.418538249708945e-05
0.0,6.536820001201704e-05
0.0,0.0007780515006743371
1.0,0.9999986886978149
0.0,6.66285923216492e-05
1.0,1.0
0.0,0.021107401698827744
1.0,1.0
1.0,0.9944108128547668
1.0,0.9990286827087402
1.0,1.0
0.0,1.1442376823822542e-08
0.0,0.0001493042946094647
0.0,7.336408998526167e-06
1.0,0.996699869632721
1.0,1.0
1.0,0.9999089241027832
0.0,5.2044529184058774e-06
0.0,0.0020892564207315445
0.0,1.2263636563147884e-05
1.0,0.9899064898490906
0.0,0.00010301839211024344
0.0,0.0008178420830518007
0.0,1.4919943168933969e-05
1.0,0.246341735124588
1.0,0.9988216757774353
1.0,0.999985933303833
1.0,0.9997672438621521
1.0,0.9837467074394226
0.0,0.001220586011186242
1.0,0.9986862540245056
0.0,0.0006415123934857547
1.0,0.9996612071990967
1.0,0.9999998807907104
0.0,1.9740170387194667e-08
1.0,0.9999980926513672
0.0,0.00012317720393184572
0.0,1.1880727512902922e-08
1.0,0.9999872446060181
1.0,1.0
0.0,2.2737049221177585e-05
0.0,0.0005283086793497205
0.0,2.9587381504825316e-05
1.0,0.9999411106109619
0.0,3.9962160371942446e-06
0.0,0.30425402522087097
1.0,0.9969550371170044
0.0,2.0031645231455286e-09
1.0,0.9996606111526489
0.0,3.489174389414984e-07
0.0,0.00010604238923406228
0.0,2.9716084100073203e-06
0.0,4.7227116738213226e-05
1.0,0.9999966621398926
0.0,1.0920557542704046e-06
1.0,0.9999982118606567
1.0,0.999995231628418
0.0,4.0428723877994344e-05
0.0,5.52069723198656e-05
0.0,3.7070076359668747e-05
1.0,0.999716579914093
0.0,1.385788777952257e-06
1.0,0.9999990463256836
0.0,6.14921134456381e-07
0.0,6.063040700610145e-07
1.0,0.9999988079071045
0.0,0.000264082191279158
1.0,0.9999854564666748
1.0,0.9994031190872192
1.0,1.0
1.0,1.0
0.0,3.0736130156583386e-06
0.0,7.067593742249301e-06
0.0,0.0007414299179799855
1.0,0.9999703168869019
1.0,0.9996193647384644
0.0,4.2421896068844944e-05
0.0,3.716226331107464e-07
0.0,0.0007508121198043227
0.0,0.0001221338170580566
1.0,0.9999887943267822
1.0,0.9999971389770508
1.0,0.9999995231628418
0.0,0.000412200199207291
0.0,0.0022225079592317343
0.0,1.2462761560527724e-06
0.0,0.0004694226663559675
0.0,0.00012715005141217262
1.0,0.9999994039535522
1.0,0.9999715089797974
1.0,0.9999990463256836
0.0,6.722231773892418e-05
1.0,0.9999874830245972
0.0,0.0008058916428126395
0.0,0.00014819666102994233
1.0,0.9997169375419617
0.0,1.4183137864165474e-05
1.0,1.0
0.0,1.4195992662280332e-05
1.0,0.9999995231628418
1.0,1.0
1.0,0.9985687732696533
1.0,0.9999903440475464
1.0,0.9999998807907104
0.0,0.047674018889665604
0.0,3.389043001789105e-07
0.0,4.459779120224994e-06
0.0,0.0004677583638112992
0.0,0.03919420763850212
0.0,0.0012558515882119536
1.0,0.9999955892562866
0.0,0.00032804367947392166
0.0,2.851100725820288e-05
0.0,0.001014241366647184
0.0,1.7962665879167616e-06
0.0,0.0006422706064768136
0.0,4.141671524848789e-05
0.0,0.0004921809886582196
1.0,1.0
1.0,0.9990861415863037
0.0,1.5010627066658344e-05
0.0,3.64898078260012e-05
0.0,2.939317027994548e-06
0.0,0.00029075401835143566
0.0,0.0034685982391238213
1.0,0.9980446100234985
0.0,0.00019619218073785305
1.0,0.9999924898147583
1.0,1.0
1.0,0.9996769428253174
1.0,0.9999998807907104
1.0,0.999811589717865
1.0,0.9999986886978149
1.0,0.9996683597564697
0.0,7.017666212050244e-05
1.0,0.9999837875366211
0.0,0.000249126780545339
0.0,9.105654316954315e-05
0.0,0.007187364622950554
0.0,6.781143019907176e-05
0.0,8.00691414042376e-05
0.0,0.003037508809939027
0.0,9.086423233384266e-05
1.0,0.9994338154792786
1.0,0.9999853372573853
1.0,1.0
1.0,0.9999998807907104
0.0,3.356313754920848e-05
0.0,2.5043746632036346e-08
0.0,4.854425060329959e-05
1.0,0.9999854564666748
1.0,0.9843214750289917
1.0,0.9989835619926453
1.0,0.9995657801628113
1.0,0.9999994039535522
0.0,3.64674415322952e-05
1.0,0.9922681450843811
0.0,0.005259033292531967
0.0,0.00048570576473139226
1.0,0.9998888969421387
1.0,0.9999995231628418
1.0,0.9999889135360718
0.0,7.869604814914055e-06
1.0,0.9998712539672852
0.0,0.03210819512605667
0.0,0.00687691243365407
0.0,0.00015342672122642398
0.0,0.002025003544986248
1.0,0.9999998807907104
1.0,0.9999336004257202
1.0,0.9935537576675415
0.0,0.0007350606028921902
1.0,0.9999536275863647
1.0,0.9999972581863403
0.0,0.0032001067884266376
0.0,0.0031781147699803114
0.0,2.1085781554575078e-05
0.0,0.0029996761586517096
1.0,0.9998181462287903
0.0,2.2461645698967914e-07
0.0,1.2500745469878893e-06
1.0,0.9982329607009888
0.0,0.00017929017485585064
0.0,4.555934992822586e-06
0.0,3.592103666960611e-06
1.0,0.998660683631897
0.0,0.00010314598330296576
1.0,0.9999915361404419
0.0,0.0003665683907456696
1.0,0.9999843835830688
1.0,0.9999903440475464
1.0,0.9999990463256836
1.0,0.9998216032981873
0.0,9.216154467139859e-06
1.0,0.9999914169311523
1.0,0.9991108775138855
0.0,0.0003143195644952357
1.0,0.9998964071273804
0.0,5.013058034819551e-05
0.0,3.413658851059154e-05
1.0,0.9999994039535522
1.0,1.0
1.0,0.9999840259552002
1.0,0.9999996423721313
1.0,0.9977818131446838
0.0,2.551542195305956e-07
0.0,2.5648074370110407e-05
1.0,0.9999998807907104
1.0,0.9999988079071045
0.0,3.365893803675135e-07
0.0,0.00018293644825462252
1.0,0.7442105412483215
1.0,0.9999988079071045
0.0,1.7326388842775486e-05
0.0,5.201291969569866e-06
0.0,0.0006381779094226658
1.0,0.9999889135360718
1.0,1.0
0.0,0.0006110315443947911
0.0,7.887299034337047e-06
1.0,0.9998639822006226
0.0,2.6517356673139147e-05
1.0,0.9999959468841553
1.0,0.9996718168258667
0.0,0.018911847844719887
0.0,3.442394154262729e-05
1.0,0.9999855756759644
1.0,1.0
1.0,0.9998679161071777
1.0,0.9998319149017334
0.0,0.00045368794235400856
0.0,0.0003687302232719958
0.0,0.0001376777363475412
0.0,5.069479357189266e-06
0.0,0.0005406304262578487
1.0,1.0
1.0,0.9999576807022095
1.0,0.9962266683578491
1.0,0.9981191754341125
0.0,6.286413554335013e-05
1.0,0.9969924688339233
0.0,4.929117949359352e-06
1.0,0.9916875958442688
0.0,0.0058140829205513
1.0,1.0
1.0,0.9999982118606567
1.0,0.9894847273826599
0.0,1.9171617168467492e-05
0.0,2.956933167297393e-05
1.0,0.99994957447052
0.0,2.4030953227338614e-07
1.0,0.9999661445617676
1.0,0.9999662637710571
1.0,0.9999667406082153
1.0,0.9999998807907104
0.0,0.0007190448814071715
0.0,3.650847065728158e-05
1.0,0.9999992847442627
1.0,0.9999997615814209
0.0,2.8512014978332445e-05
0.0,5.735022568842396e-05
1.0,0.9999979734420776
1.0,0.9999996423721313
0.0,1.5184519952526898e-06
0.0,0.4782581627368927
1.0,1.0
0.0,0.002036948222666979
1.0,0.999998927116394
1.0,0.999871015548706
1.0,1.0
0.0,7.099431968526915e-06
1.0,0.9948771595954895
0.0,7.425538206007332e-05
1.0,0.9999997615814209
0.0,0.05708145722746849
1.0,0.99931800365448
1.0,1.0
1.0,0.9999958276748657
0.0,0.007975843735039234
0.0,1.14961702379901e-08
0.0,7.080004434101284e-05
0.0,0.0017965947045013309
1.0,0.9999731779098511
1.0,0.9999997615814209
0.0,0.0002453182532917708
0.0,6.263065006351098e-05
0.0,3.6467331483436283e-06
0.0,2.0192576357658254e-06
0.0,0.001166528440080583
1.0,0.9998506307601929
0.0,5.381505252444185e-05
0.0,0.0016327049816027284
0.0,0.00013518096238840371
0.0,1.1290641168670845e-06
1.0,0.9999998807907104
0.0,3.2072981412056834e-05
0.0,8.242953481385484e-05
0.0,2.026703441515565e-05
0.0,6.06822936788376e-07
0.0,1.6890700862859376e-05
1.0,1.0
1.0,0.9995847344398499
0.0,0.001014318666420877
0.0,3.518692756188102e-05
1.0,0.999417781829834
0.0,6.321070031845011e-06
0.0,5.500376119016437e-07
0.0,0.004191924352198839
1.0,0.9999994039535522
1.0,0.9999792575836182
0.0,0.0008381662191823125
1.0,0.9825119972229004
0.0,7.015484015937545e-07
0.0,0.0004306767659727484
0.0,0.0032795772422105074
1.0,0.9610038995742798
0.0,3.202221989795362e-07
0.0,0.00021977351570967585
1.0,0.9999997615814209
1.0,0.999920129776001
0.0,0.006739424075931311
0.0,9.536807192489505e-05
1.0,0.998833954334259
1.0,0.9999933242797852
1.0,0.9998455047607422
1.0,0.999984622001648
0.0,1.4847823877062183e-05
0.0,6.381984007930441e-07
1.0,1.0
1.0,0.9978784322738647
0.0,9.393543223268352e-06
0.0,0.4807209372520447
1.0,0.9999954700469971
1.0,0.9599674344062805
1.0,0.9960605502128601
1.0,0.9964003562927246
1.0,0.9999973773956299
1.0,0.010509055107831955
0.0,9.308288184683988e-08
1.0,0.9978848099708557
1.0,0.9999946355819702
0.0,0.0032349820248782635
1.0,0.9999997615814209
0.0,0.003510769223794341
0.0,4.005376104032621e-05
0.0,9.13605262553574e-08
0.0,1.8451840944067044e-08
1.0,0.9999792575836182
0.0,0.010776294395327568
1.0,0.9976970553398132
0.0,6.312147888820618e-05
1.0,0.99998939037323
1.0,1.0
0.0,7.3333947803178035e-09
0.0,1.5870629795244895e-05
0.0,3.263142571086064e-05
0.0,0.5980331897735596
0.0,2.0975794541300274e-05
1.0,0.999991774559021
1.0,0.9999876022338867
0.0,0.00018750452727545053
0.0,2.890945154376823e-07
1.0,0.9999454021453857
1.0,0.9999978542327881
0.0,3.970029138145037e-05
1.0,0.9999998807907104
1.0,1.0
1.0,0.9941725134849548
1.0,0.999948263168335
1.0,0.999995231628418
0.0,0.0002022898697759956
0.0,0.00013343043974600732
1.0,0.9999864101409912
1.0,0.9997625946998596
1.0,0.9991720914840698
1.0,0.999987006187439
0.0,0.001283076242543757
1.0,0.9929313659667969
0.0,1.9774801330640912e-05
1.0,1.0
1.0,0.9999816417694092
1.0,0.9999985694885254
0.0,1.1865263331856113e-05
0.0,3.913934509824912e-09
1.0,0.9791018962860107
1.0,0.9948924779891968
0.0,4.016393262418205e-08
0.0,0.004455863498151302
1.0,1.0
1.0,0.9999997615814209
0.0,0.0013745425967499614
1.0,0.998372495174408
0.0,7.390426617348567e-07
1.0,0.9999966621398926
1.0,0.9997736811637878
0.0,0.0001611548796063289
0.0,3.49285255651921e-05
1.0,0.9999444484710693
1.0,0.9999982118606567
1.0,0.9989314675331116
1.0,0.9994114637374878
0.0,6.256907436608117e-09
1.0,0.9956782460212708
1.0,0.9999996423721313
0.0,1.3112962449213228e-07
0.0,5.623551260214299e-05
0.0,7.452594581991434e-05
1.0,0.9789395332336426
1.0,0.9999579191207886
0.0,2.327485526620876e-05
0.0,2.671747552085435e-06
1.0,0.9999994039535522
1.0,0.9999997615814209
0.0,0.0001990217569982633
1.0,1.0
1.0,1.0
1.0,0.9999507665634155
0.0,2.0392387796164257e-06
1.0,0.9999774694442749
1.0,0.9999617338180542
1.0,0.9999998807907104
1.0,0.9900980591773987
0.0,6.63675834289279e-08
0.0,1.362868079013424e-05
1.0,0.9975927472114563
0.0,2.508931720512919e-05
0.0,0.0005913247587159276
0.0,0.0007794158300384879
1.0,0.9999973773956299
0.0,0.0075960359536111355
0.0,6.614170706598088e-05
0.0,6.305611321977267e-08
1.0,0.9992893934249878
0.0,0.0008932093624025583
1.0,0.9999569654464722
0.0,0.0003966101794503629
1.0,0.9999979734420776
1.0,0.9810654520988464
1.0,0.9999256134033203
0.0,1.8646292687662935e-07
1.0,0.9999963045120239
0.0,0.003531007096171379
0.0,8.998035627882928e-05
1.0,0.9997100234031677
1.0,0.9673994779586792
0.0,3.053526233998127e-05
1.0,0.9998107552528381
1.0,0.9642767310142517
0.0,4.5521787797042634e-06
0.0,4.66885139758233e-05
0.0,5.8613444707589224e-05
0.0,4.46033618572983e-06
1.0,0.9999997615814209
0.0,2.133049520125496e-06
0.0,0.017252743244171143
0.0,4.21654294768814e-05
0.0,4.532757156994194e-05
1.0,0.9999996423721313
0.0,0.25266069173812866
1.0,0.9984671473503113
0.0,9.011322617880069e-06
0.0,0.0035530072636902332
0.0,2.544897324696649e-05
0.0,4.749486834043637e-06
0.0,0.00011756072490243241
0.0,0.48072946071624756
0.0,0.000564614194445312
0.0,0.0017363118240609765
0.0,0.0009104199125431478
0.0,1.2408250427142775e-07
0.0,0.0022593482863157988
0.0,1.8767255824059248e-05
0.0,0.0001723541645333171
1.0,0.9997004270553589
1.0,0.9999998807907104
0.0,8.952178177423775e-06
1.0,0.9997755885124207
0.0,1.3484362170856912e-05
0.0,3.2134158800545265e-07
1.0,0.9679277539253235
0.0,7.568388537038118e-05
0.0,0.016468282788991928
0.0,0.005594443995505571
1.0,1.0
1.0,0.9999912977218628
1.0,0.9999982118606567
0.0,2.139500247722026e-05
0.0,0.0022428627125918865
0.0,1.8638091887623887e-06
1.0,1.0
0.0,1.7784452211344615e-05
1.0,0.9999996423721313
0.0,2.998302261403296e-05
1.0,1.0
1.0,0.9997455477714539
1.0,1.0
0.0,0.00027022577705793083
0.0,7.836173608666286e-06
1.0,0.999950647354126
0.0,1.893568395416878e-07
1.0,0.9948689937591553
0.0,0.002219235524535179
1.0,0.9999511241912842
1.0,0.9995336532592773
1.0,0.9999998807907104
0.0,8.073108688222419e-07
1.0,0.999923825263977
0.0,1.1405267287045717e-05
0.0,2.0461229723878205e-06
1.0,0.9991361498832703
1.0,0.9997021555900574
1.0,0.947638213634491
1.0,1.0
0.0,6.444465725508053e-07
1.0,0.999985933303833
0.0,2.512051651137881e-06
1.0,0.9992321729660034
1.0,0.9998944997787476
1.0,0.9999998807907104
0.0,6.838927674834849e-06
0.0,1.891881993287825e-06
1.0,0.9995495676994324
1.0,0.9999998807907104
1.0,1.0
0.0,1.055016241480189e-06
1.0,0.9940177202224731
1.0,0.9999595880508423
0.0,2.4875469080143375e-06
1.0,0.9999407529830933
0.0,0.00010549685248406604
1.0,0.9999858140945435
1.0,0.9900609254837036
1.0,0.9999885559082031
1.0,0.9998260140419006
1.0,1.0
1.0,0.999143123626709
0.0,0.00021279582870192826
0.0,2.2088628611527383e-05
0.0,1.9966178115282673e-06
1.0,0.9999979734420776
1.0,0.9999901056289673
0.0,4.029947012895718e-05
0.0,0.0006123585044406354
0.0,7.167337116698036e-06
1.0,1.0
0.0,6.8499575718306e-05
1.0,0.9999991655349731
1.0,0.990291178226471
0.0,0.00011984664888586849
1.0,1.0
1.0,0.9999817609786987
1.0,1.0
1.0,0.999946117401123
1.0,0.9977229237556458
0.0,0.003297995775938034
1.0,1.0
1.0,0.9914320707321167
1.0,0.9998716115951538
0.0,0.002205772092565894
1.0,0.9994495511054993
1.0,0.9999911785125732
0.0,8.652333235659171e-06
0.0,1.319172588409856e-05
0.0,0.00038195165689103305
1.0,0.9999986886978149
0.0,7.930985702842008e-06
1.0,0.9999990463256836
0.0,0.00019483653886709362
1.0,0.9995338916778564
1.0,1.0
1.0,0.9999997615814209
0.0,6.977311954869947e-07
1.0,0.9997922778129578
0.0,0.00037652067840099335
1.0,1.0
0.0,0.00017618853598833084
0.0,8.270112630270887e-06
0.0,0.002878241240978241
1.0,0.9999250173568726
0.0,4.788020305568352e-06
0.0,9.122615551859781e-07
1.0,0.999864935874939
0.0,1.1451955828079008e-07
1.0,0.9998268485069275
0.0,0.0011006954591721296
1.0,0.999994158744812
1.0,0.9999711513519287
0.0,5.496209723787615e-06
1.0,0.9999990463256836
0.0,4.102727325516753e-05
1.0,0.9999998807907104
1.0,1.0
0.0,0.12130957841873169
0.0,0.007019744720309973
1.0,1.0
1.0,1.0
0.0,0.0003953267587348819
1.0,0.9999915361404419
0.0,1.1230910104131908e-06
1.0,0.9999440908432007
1.0,0.9979992508888245
1.0,0.9933619499206543
1.0,0.9994058609008789
1.0,1.0
0.0,1.3486780517268926e-05
1.0,0.9474477767944336
0.0,4.5887481974205e-06
1.0,0.999947190284729
0.0,3.398035914869979e-05
1.0,0.999984860420227
0.0,0.0007567432476207614
1.0,0.9999996423721313
1.0,1.0
1.0,0.9999910593032837
1.0,1.0
1.0,1.0
1.0,0.9999995231628418
1.0,0.9999998807907104
1.0,0.9986868500709534
1.0,0.9991099238395691
1.0,1.0
1.0,0.9998112320899963
1.0,1.0
1.0,0.9999351501464844
1.0,0.9977880716323853
1.0,1.0
0.0,0.0004966057604178786
0.0,0.0003415471292100847
0.0,1.0945810799967148e-06
1.0,0.9999693632125854
1.0,0.9999998807907104
0.0,8.72085292940028e-05
1.0,1.0
0.0,1.2133888048992958e-05
1.0,0.9999908208847046
0.0,0.0002318665210623294
0.0,0.0004198537499178201
1.0,0.9999986886978149
1.0,0.9101575613021851
1.0,1.0
1.0,0.9999878406524658
1.0,0.8032470941543579
1.0,0.9995995163917542
1.0,0.9999990463256836
0.0,0.00017300965555477887
1.0,0.9993991851806641
1.0,0.9999886751174927
0.0,0.001141885994002223
0.0,1.2096395494154422e-06
0.0,0.00045302978833206
1.0,0.9995406866073608
0.0,5.855652125319466e-05
0.0,1.8981812900165096e-05
1.0,0.9993579983711243
1.0,0.9992879033088684
0.0,0.00012766553845722228
0.0,7.889323023846373e-05
1.0,0.9999525547027588
1.0,0.9999992847442627
1.0,0.9855309724807739
0.0,0.00011767051182687283
0.0,1.1508662964843097e-06
1.0,0.9999990463256836
0.0,7.54380234866403e-05
0.0,0.003702027490362525
1.0,0.9999934434890747
1.0,1.0
0.0,8.670902388985269e-06
1.0,0.9999998807907104
0.0,0.01831992343068123
0.0,0.010916806757450104
0.0,0.0003290704917162657
0.0,0.0003409847558941692
0.0,6.641025538556278e-05
0.0,1.3709493487112923e-06
1.0,0.9999996423721313
0.0,3.692689642775804e-05
0.0,5.992769274598686e-06
0.0,0.00020702817710116506
0.0,6.186714927025605e-06
0.0,1.4621815353166312e-05
1.0,1.0
1.0,0.997787356376648
0.0,0.016458755359053612
0.0,1.6645402865833603e-05
0.0,6.651705189142376e-05
0.0,0.0003449883370194584
1.0,0.99972003698349
0.0,1.421859110450896e-06
1.0,0.9999986886978149
1.0,0.9999949932098389
0.0,6.045882037142292e-05
1.0,0.9997743964195251
1.0,0.9999982118606567
1.0,0.9999643564224243
0.0,0.0005163003224879503
1.0,0.9985737800598145
1.0,0.9999945163726807
0.0,0.0003563718346413225
1.0,0.9999939203262329
1.0,0.9987634420394897
1.0,0.9998038411140442
1.0,0.9999998807907104
1.0,0.9143576622009277
1.0,1.0
0.0,7.421780168215264e-08
0.0,1.7304078937740996e-05
0.0,0.0027966417837888002
1.0,0.9976650476455688
0.0,4.533517858362757e-05
0.0,4.718417585536372e-06
0.0,7.337976057897322e-06
1.0,0.9999990463256836
0.0,0.0002143041929230094
1.0,1.0
1.0,0.9999667406082153
0.0,5.725566552428063e-06
0.0,2.703880682020099e-06
0.0,4.097445071238326e-06
1.0,0.9999743700027466
1.0,0.999996542930603
0.0,1.2018642969735538e-08
1.0,0.9999154806137085
1.0,1.0
0.0,0.001738008577376604
1.0,0.9551330804824829
1.0,0.9999001026153564
0.0,5.712144684366649e-06
0.0,3.029385879926849e-06
1.0,0.9999918937683105
1.0,0.9945582151412964
1.0,0.999815046787262
1.0,0.9999825954437256
0.0,2.9914621336502023e-05
0.0,1.8495573385735042e-05
1.0,0.9999964237213135
1.0,0.9884821176528931
0.0,4.92101162308245e-06
0.0,1.0360517080698628e-05
1.0,0.990356981754303
0.0,9.065384801942855e-05
1.0,1.0
1.0,1.0
0.0,0.00015695346519351006
1.0,0.9999935626983643
1.0,0.9914613962173462
0.0,0.09872955828905106
0.0,1.3496352835318248e-07
1.0,0.999967098236084
0.0,4.7254647483896406e-07
0.0,7.486328831873834e-05
1.0,0.9984450936317444
0.0,2.3250147478393046e-06
1.0,0.7859252691268921
1.0,0.9999998807907104
0.0,0.0008527974132448435
0.0,0.0006430564681068063
1.0,0.9999924898147583
1.0,0.9999662637710571
1.0,0.9987068176269531
1.0,0.9999982118606567
1.0,0.999997615814209
0.0,0.0001476943289162591
1.0,0.9900766015052795
0.0,0.0003946188953705132
1.0,0.996785044670105
1.0,0.9885827302932739
1.0,0.9999182224273682
1.0,0.9999982118606567
1.0,0.9880379438400269
